JUNGLESCOUT WEBAPP CSV EXPORT 
Report Generated at: Thu May 14 2020 12:11:54 GMT-0700 (Pacific Daylight Time)
ASIN ,Product Name ,Brand ,Category ,Est. Monthly Revenue ,Est. Monthly Sales ,Price ,Fees ,Net ,Rank ,Reviews ,LQS ,Sellers ,Buy Box Owner ,Rating ,Dimensions ,Product Tier ,Weight
"B07SDNTVFD" ,"SOLDIERKNIFE Durable Waterproof Anti Theft Laptop Backpack Travel Backpacks Bookbag with usb Charging Port for Women & Men School College Students Backpack Fits 15.6 Inch Laptop Grey" ,"SOLDIERKNIFE" ,"Laptop Backpacks" ,"$102,123.12" ,"4,444" ,"$22.98" ,"$8.16" ,"$14.82" ,"10" ,"1442" ,"5" ,"1" ,"TUBU" ,"4.7" ,"2.80" x 9.60" x 13.30"" ,"Standard (Large)" ,"1.7505 lbs"
"B07H2WMT4Z" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$101,979.60" ,"2,040" ,"$49.99" ,"$18.57" ,"$31.42" ,"1,021" ,"473" ,"3" ,"1" ,"Amazon.com" ,"4.4" ,"4.25" x 26.50" x 29.50"" ,"Oversize (Small)" ,"9.751 lbs"
"B0757LP755" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$101,529.69" ,"2,031" ,"$49.99" ,"$18.67" ,"$31.32" ,"1,129" ,"101" ,"3" ,"1" ,"Amazon.com" ,"4.6" ,"29.00" x 25.50" x 4.00"" ,"Oversize (Small)" ,"10 lbs"
"B075RL8GZG" ,"Atoll 11' Foot Inflatable Stand Up Paddle Board (6 Inches Thick  32 inches Wide) ISUP  Bravo Hand Pump and 3 Piece Paddle  Travel Backpack and Accessories New Paddle Leash Included" ,"Atoll" ,"Sports & Outdoors" ,"$101,398.50" ,"150" ,"$675.99" ,"$122.66" ,"$553.33" ,"15,845" ,"771" ,"5" ,"1" ,"Super Wholesale" ,"4.9" ,"36.61" x 18.82" x 11.81"" ,"Oversize (Small)" ,"36.55 lbs"
"B006NZ65L4" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$101,229.75" ,"2,025" ,"$49.99" ,"$17.82" ,"$32.17" ,"1,021" ,"473" ,"3" ,"1" ,"Amazon.com" ,"4.4" ,"29.00" x 25.00" x 4.00"" ,"Oversize (Small)" ,"7.78 lbs"
"B07J6625YY" ,"VENO Heavy Duty Extra Large Moving Bag Storage Tote Backpack Carrying Handles & Zipper Alternative to Moving Box  Compatible with IKEA Frakta Hand Carts Boxes Bin  Made of Recycled Material (8 Packs)" ,"VENO" ,"Home & Kitchen" ,"$101,220.99" ,"2,301" ,"$43.99" ,"$12.51" ,"$31.48" ,"2,891" ,"1114" ,"5" ,"1" ,"Veno LLC" ,"4.7" ,"6.00" x 10.50" x 13.60"" ,"Standard (Large)" ,"5.15 lbs"
"B07W2YCWGC" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$99,349.60" ,"1,808" ,"$54.95" ,"$11.43" ,"$43.52" ,"2,635" ,"6136" ,"4" ,"8" ,"BEZRET" ,"4.8" ,"2.20" x 11.18" x 13.70"" ,"Standard (Large)" ,"0.97 lbs"
"B01H7DUZ5C" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$97,776.00" ,"1,746" ,"$56.00" ,"$19.46" ,"$36.54" ,"1,521" ,"473" ,"3" ,"3" ,"Wolux" ,"4.4" ,"30.00" x 26.00" x 4.50"" ,"Oversize (Small)" ,"9.7 lbs"
"B07YCR4Y38" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$97,591.20" ,"1,776" ,"$54.95" ,"$11.43" ,"$43.52" ,"2,875" ,"2" ,"5" ,"5" ,"Athlete World" ,"5" ,"2.99" x 11.57" x 14.02"" ,"Standard (Large)" ,"0.9612 lbs"
"B001C46RT6" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$97,591.20" ,"1,776" ,"$54.95" ,"$11.43" ,"$43.52" ,"2,635" ,"6136" ,"5" ,"5" ,"BEZRET" ,"4.8" ,"11.90" x 10.50" x 4.70"" ,"Standard (Large)" ,"0.85 lbs"
"B07VVR7CB1" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$97,261.50" ,"1,770" ,"$54.95" ,"$11.43" ,"$43.52" ,"2,875" ,"6" ,"5" ,"1" ,"Athlete World" ,"5" ,"2.80" x 11.61" x 17.44"" ,"Standard (Large)" ,"0.8885 lbs"
"B01IOOE7ES" ,"Fjallraven - Kanken Classic Backpack for Everyday" ,"Fjallraven" ,"Clothing, Shoes & Jewelry" ,"$97,070.40" ,"1,134" ,"$85.60" ,"N.A." ,"N.A." ,"6,900" ,"346" ,"3" ,"1" ,"TSL Shop" ,"4.4" ,"N.A." ,"N.A." ,"N.A."
"B087FQS8LZ" ,"Portable Electric Intelligent ULV Fogger/Sprayer/Atomizer Backpack Machine  110V  12L Capacity  Atomization Distance 8-10 Meters - Idea for Indoor Outdoor Garden Yard" ,"CoscosX" ,"Patio, Lawn & Garden" ,"$96,937.38" ,"262" ,"$369.99" ,"$60.29" ,"$309.70" ,"19,241" ,"N.A." ,"4" ,"1" ,"Heli Xichengxin" ,"N.A." ,"15.35" x 7.87" x 13.78"" ,"Standard (Large)" ,"2.2046 lbs"
"B006HFJA12" ,"SWISSGEAR 1900 ScanSmart TSA Laptop Backpack- Black" ,"SwissGear" ,"Clothing, Shoes & Jewelry" ,"$96,726.18" ,"1,382" ,"$69.99" ,"$19.12" ,"$50.87" ,"20" ,"10627" ,"3" ,"5" ,"SwissGear" ,"4.6" ,"20.98" x 15.24" x 5.24"" ,"Oversize (Small)" ,"3.3 lbs"
"B075RRPG3T" ,"Atoll 11' Foot Inflatable Stand Up Paddle Board (6 Inches Thick  32 inches Wide) ISUP  Bravo Hand Pump and 3 Piece Paddle  Travel Backpack and Accessories New Leash Included" ,"Atoll" ,"Sports & Outdoors" ,"$96,666.57" ,"143" ,"$675.99" ,"$122.70" ,"$553.29" ,"14,969" ,"771" ,"7" ,"1" ,"Super Wholesale" ,"4.9" ,"37.01" x 18.70" x 11.81"" ,"Oversize (Small)" ,"36.65 lbs"
"B07W1ZY7JV" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$96,272.40" ,"1,752" ,"$54.95" ,"$11.43" ,"$43.52" ,"2,875" ,"6365" ,"5" ,"10" ,"Athlete World" ,"4.8" ,"2.68" x 11.06" x 15.83"" ,"Standard (Large)" ,"0.9612 lbs"
"B07YCRK2W6" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$96,272.40" ,"1,752" ,"$54.95" ,"$11.43" ,"$43.52" ,"2,232" ,"3" ,"4" ,"2" ,"Athlete World" ,"5" ,"2.20" x 11.50" x 14.60"" ,"Standard (Large)" ,"0.8995 lbs"
"B07VWX2Z8C" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$96,052.60" ,"1,748" ,"$54.95" ,"$11.43" ,"$43.52" ,"1,763" ,"6363" ,"5" ,"10" ,"Outland USA" ,"4.8" ,"2.99" x 10.91" x 13.03"" ,"Standard (Large)" ,"0.9634 lbs"
"B01GGUBB32" ,"Fjallraven - Kanken Classic Backpack for Everyday" ,"Fjallraven" ,"Clothing, Shoes & Jewelry" ,"$96,048.00" ,"1,044" ,"$92.00" ,"$16.99" ,"$75.01" ,"6,920" ,"63" ,"3" ,"1" ,"NORTH STATE OUTFITTERS" ,"4" ,"15.40" x 12.60" x 2.50"" ,"Standard (Large)" ,"0.75 lbs"
"B07VWX2SKL" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$95,283.30" ,"1,734" ,"$54.95" ,"$11.43" ,"$43.52" ,"1,623" ,"6363" ,"5" ,"8" ,"Outland USA" ,"4.8" ,"0.20" x 11.50" x 13.10"" ,"Standard (Large)" ,"0.9502 lbs"
"B0719KFCZR" ,"Under Armour Girls' Girlong sleeve Favorite Backpack 3.0" ,"Under Armour" ,"Clothing, Shoes & Jewelry" ,"$94,866.00" ,"2,445" ,"$38.80" ,"$13.34" ,"$25.46" ,"26,205" ,"105" ,"3" ,"1" ,"Amazon.com" ,"4.7" ,"18.00" x 15.00" x 1.70"" ,"Oversize (Small)" ,"0.4 lbs"
